SMD [fecha_entrega=#REF!, semana=1, convencional=SI, referencia=SOR0045, lote=11, articulo=315862 PLACA CABEZAL, cantidad=24, CAD_intro=*, CAD_mod=*, horas=0'94, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0017, lote=16, articulo=0875-004-0R02 M1 AZUL, cantidad=70, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0018, lote=14, articulo=0875-004-0R02 SIN LEDS, cantidad=40, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0156, lote=2, articulo=0949-016-0R02 M5, cantidad=215, CAD_intro=*, CAD_mod=*, horas=3'44, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0148, lote=8, articulo=0589-029-0R01 M3, cantidad=268, CAD_intro=*, CAD_mod=*, horas=2'78, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0157, lote=1, articulo=0589-029-0R01 M11, cantidad=54, CAD_intro=L, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0160, lote=1, articulo=1059-001-0R01 M1 3000K, cantidad=956, CAD_intro=L, CAD_mod=*, horas=5'59, observaciones=PARCIAL DE 20/30 PLACAS MIERCOLES 13/04 X LA MNÑ // LAS PLACAS LAS RECIBIMOS LUNES 11/04 quedara pdte el diodo y unos cuantos leds que los recibiremos 12/04 antes de las 12h]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0160, lote=2, articulo=1059-001-0R01 M2 4000K, cantidad=504, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0045, lote=8, articulo=0877-030-0R01 M4, cantidad=15, CAD_intro=*, CAD_mod=*, horas=1'06, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=JVV0107, lote=3, articulo=0589-020-0R03 , cantidad=160, CAD_intro=*, CAD_mod=*, horas=1'66, observaciones=Material max. 14/04]
SMD [fecha_entrega=#REF!, semana=15, convencional=SI, referencia=MIL0004_01, lote=7, articulo=CONVERTIDOR DC-DC v2, cantidad=15, CAD_intro=non_value, CAD_mod=non_value, horas=non_value, observaciones=MONTAJE MANUAL]
SMD [fecha_entrega=#REF!, semana=15, convencional=NO, referencia=WAV0019_03, lote=8, articulo=SONDA400 v6, cantidad=36, CAD_intro=*, CAD_mod=*, horas=7'4, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=SI, referencia=LEA0005, lote=1, articulo=MainBoard, cantidad=50, CAD_intro=L, CAD_mod=non_value, horas=1'22, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=15, convencional=SI, referencia=PRE0005, lote=19, articulo=6370A CRS-240, cantidad=35, CAD_intro=*, CAD_mod=*, horas=3'67, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=SI, referencia=LEA0003, lote=1, articulo=HandPieceBuffer, cantidad=48, CAD_intro=L, CAD_mod=*, horas=1'5, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=SI, referencia=LEA0002, lote=1, articulo=CtrlBoard, cantidad=48, CAD_intro=L, CAD_mod=*, horas=1'94, observaciones=PENDIENTE DE PANTALLA]
SMD [fecha_entrega=#REF!, semana=16, convencional=SI, referencia=ING0010, lote=1, articulo=i150-01H1-1'2'0, cantidad=11, CAD_intro=L, CAD_mod=*, horas=15, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=NO, referencia=WAV0020_01, lote=9, articulo=SMP2 EXPANSION400v2, cantidad=36, CAD_intro=*, CAD_mod=*, horas=7'27, observaciones=PROBAR NUEVA PANTALLA ELECTROPULIDO MARCO ALUMINIO PDTE. 50626 DIGIKEY 08/04 + 50548 RS 14/04]
SMD [fecha_entrega=#REF!, semana=16, convencional=SI, referencia=BON0002, lote=2, articulo=RASPBERRY UMBRELLA, cantidad=108, CAD_intro=*, CAD_mod=*, horas=3'53, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=SI, referencia=THI0010, lote=2, articulo=PedalHacker_v12, cantidad=30, CAD_intro=*, CAD_mod=*, horas=1'21, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=NO, referencia=JVV0103, lote=8, articulo=0877-036-0R02 M1  3000K, cantidad=100, CAD_intro=*, CAD_mod=*, horas=1'93, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=NO, referencia=JVV0103, lote=9, articulo=0877-036-0R02 M2 4000K, cantidad=100, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=NO, referencia=JVV0156, lote=3, articulo=0949-016-0R02 M5, cantidad=200, CAD_intro=*, CAD_mod=*, horas=4'4, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=NO, referencia=JVV0156, lote=6, articulo=0949-016-0R02 M6, cantidad=100, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=NO, referencia=JVV0051, lote=7, articulo=0949-005-0R02 M11, cantidad=52, CAD_intro=*, CAD_mod=*, horas=1'23, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=16, convencional=NO, referencia=JVV0119, lote=5, articulo=0932-016-0Br02 M2, cantidad=510, CAD_intro=*, CAD_mod=*, horas=2'02, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=WAV0029, lote=1, articulo=ONIRIS_SWITCH, cantidad=30, CAD_intro=L, CAD_mod=*, horas=2'47, observaciones=MUY URGENTE ¡¡¡¡¡ ]
SMD [fecha_entrega=#REF!, semana=17, convencional=SI, referencia=PRE0001, lote=14, articulo=0580-ESPECIAL, cantidad=25, CAD_intro=*, CAD_mod=*, horas=4'24, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=SI, referencia=PRE0052_01, lote=2, articulo=0748_C4 ESPECIAL CTS-240, cantidad=205, CAD_intro=*, CAD_mod=*, horas=5'55, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=ELE0007, lote=5, articulo=E00708-D, cantidad=540, CAD_intro=*, CAD_mod=*, horas=4'17, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=THI0012, lote=1, articulo=4IN_TCK_v13, cantidad=48, CAD_intro=L, CAD_mod=non_value, horas=3'85, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=THI0013, lote=1, articulo=4IN_FULL_v15, cantidad=35, CAD_intro=L, CAD_mod=non_value, horas=5'22, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=SI, referencia=CES0003_01, lote=15, articulo=SC102_CI401E, cantidad=261, CAD_intro=*, CAD_mod=*, horas=12, observaciones=ESTA ES MUCHO MAS URGENTE!! ]
SMD [fecha_entrega=#REF!, semana=17, convencional=SI, referencia=CES0006_01, lote=14, articulo=SC101_CI401E, cantidad=141, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0161, lote=1, articulo=0949-001-0R01 (5+5leds) 3000K, cantidad=75, CAD_intro=*, CAD_mod=L, horas=1'98, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0161, lote=2, articulo=0949-001-0R01 (5+5leds) 3000K, cantidad=75, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0025, lote=6, articulo=0949-001-0R01 (5 leds) M4, cantidad=50, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0023, lote=6, articulo=0949-001-0R01 M5 (10leds), cantidad=44, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0150_01, lote=2, articulo=0872-001-0R01, cantidad=2000, CAD_intro=*, CAD_mod=L, horas=3, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0154, lote=3, articulo=0932-001-0R01 M3, cantidad=500, CAD_intro=*, CAD_mod=*, horas=2'17, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0154, lote=4, articulo=0932-001-0R01 M3, cantidad=500, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=SI, referencia=JVV0152, lote=2, articulo=0877-010-0R03, cantidad=104, CAD_intro=*, CAD_mod=*, horas=2'86, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0160, lote=3, articulo=1059-001-0R01 M1 3000K, cantidad=160, CAD_intro=*, CAD_mod=*, horas=1'68, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=17, convencional=NO, referencia=JVV0160, lote=4, articulo=1059-001-0R01 M2 4000K, cantidad=56, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=SI, referencia=MIL0003, lote=10, articulo=MILASCONTROL, cantidad=15, CAD_intro=*, CAD_mod=*, horas=4'4, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=SI, referencia=MON0010_03, lote=8, articulo=SAPPHIRE_LS_ON_V3, cantidad=52, CAD_intro=*, CAD_mod=*, horas=7'64, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=SI, referencia=CIP0012, lote=2, articulo=5208.0050/60/70, cantidad=510, CAD_intro=L, CAD_mod=*, horas=1'06, observaciones=CAD MANUAL ( ES UN SOLO LED INVERSO ) ]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0159, lote=2, articulo=0932-034-0Cr02 M1 SIN PWM, cantidad=224, CAD_intro=*, CAD_mod=*, horas=2'53, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=SI, referencia=MON0009_02, lote=3, articulo=LADMOACC_ON, cantidad=240, CAD_intro=*, CAD_mod=L, horas=4'85, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=SI, referencia=MON0008_04, lote=13, articulo=LADMOACC-TTL_ON, cantidad=319, CAD_intro=*, CAD_mod=*, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0156, lote=4, articulo=0949-016-0R02 M5, cantidad=200, CAD_intro=*, CAD_mod=*, horas=3'27, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=SI, referencia=PLA0002, lote=7, articulo=SE-250-PA2-GI, cantidad=2004, CAD_intro=*, CAD_mod=*, horas=5'28, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0019, lote=15, articulo=0949-003-0R02 (10leds) , cantidad=100, CAD_intro=*, CAD_mod=*, horas=1'93, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0051, lote=8, articulo=0949-005-0R02  (10leds) M11 4000K, cantidad=52, CAD_intro=*, CAD_mod=*, horas=1'73, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0163, lote=1, articulo=0589-029-0r02_150K M1, cantidad=232, CAD_intro=L, CAD_mod=*, horas=2'89, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0164, lote=1, articulo=0589-029-0r02_20K M2, cantidad=232, CAD_intro=*, CAD_mod=L, horas=*, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0107, lote=4, articulo=0589-020-0R03  **, cantidad=384, CAD_intro=*, CAD_mod=*, horas=1'88, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=ELE0015_01, lote=3, articulo=E00728-A, cantidad=150, CAD_intro=*, CAD_mod=*, horas=5'44, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0027, lote=17, articulo=0949-002-0R01 M5 3000K, cantidad=60, CAD_intro=*, CAD_mod=*, horas=1'56, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=SI, referencia=SOR0036, lote=32, articulo=CTR DEL DISPARO IPL, cantidad=25, CAD_intro=*, CAD_mod=*, horas=1'61, observaciones=INCLUIDA EN SOR0154 - PARA RECAMBIOS]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0058_01, lote=6, articulo=0589-024-0Ar02 M3 MONOCOLOR 3000K, cantidad=100, CAD_intro=*, CAD_mod=L, horas=0'27, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0059, lote=10, articulo=0589-024-0Ar02 M2 RGB, cantidad=40, CAD_intro=*, CAD_mod=*, horas=2'5, observaciones=URGENTE]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0099, lote=8, articulo=0589-024-0Br02, cantidad=190, CAD_intro=*, CAD_mod=*, horas=1'06, observaciones=NECESITA ESTA QUE ES PAREJA CON LA URGENTE]
SMD [fecha_entrega=#REF!, semana=18, convencional=NO, referencia=JVV0165, lote=1, articulo=0949-032-0R01 M1 4000K, cantidad=100, CAD_intro=L, CAD_mod=*, horas=0'5, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=19, convencional=SI, referencia=SOR0154, lote=5, articulo=316234 PLACA DISPARO NORA +, cantidad=60, CAD_intro=*, CAD_mod=*, horas=2'52, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=19, convencional=SI, referencia=SOR0154, lote=8, articulo=316234 PLACA DISPARO NORA +, cantidad=15, CAD_intro=*, CAD_mod=*, horas=1'88, observaciones=PARA RECAMBIOS]
SMD [fecha_entrega=#REF!, semana=19, convencional=SI, referencia=JVV0033_01, lote=8, articulo=0861-001-0R03 (CM4-CBM-03), cantidad=40, CAD_intro=*, CAD_mod=*, horas=5'81, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=19, convencional=NO, referencia=JVV0031, lote=12, articulo=0949-005-0R02 (5leds) 4000K, cantidad=52, CAD_intro=*, CAD_mod=*, horas=1'64, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=19, convencional=NO, referencia=JVV0051, lote=9, articulo=0949-005-0R02 M9 3000K, cantidad=52, CAD_intro=*, CAD_mod=*, horas=1'73, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=19, convencional=NO, referencia=ELE0001_01, lote=11, articulo=E00716-D_SMD, cantidad=1050, CAD_intro=*, CAD_mod=*, horas=15'1, observaciones=ENTREGAN MATERIAL 10'11/05/16 ----- CONTROL HORAS DE TIEMPO VERIFICACION QUINS Y EMBALAJE]
SMD [fecha_entrega=#REF!, semana=20, convencional=SI, referencia=CIP0021, lote=12, articulo=4829.0010 TECLADO LLENARI CASTELLANO, cantidad=200, CAD_intro=L, CAD_mod=*, horas=6'13, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=SI, referencia=THI0006, lote=3, articulo=POWER BOX V2.0, cantidad=672, CAD_intro=*, CAD_mod=*, horas=7'95, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=NO, referencia=JVV0156, lote=5, articulo=0949-016-0R02 M5 4000K, cantidad=200, CAD_intro=*, CAD_mod=*, horas=3'27, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=SI, referencia=PRE0001, lote=15, articulo=0580-ESPECIAL, cantidad=50, CAD_intro=*, CAD_mod=*, horas=4'88, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=SI, referencia=IRE0002, lote=1, articulo=VLC RECEIVER, cantidad=3, CAD_intro=*, CAD_mod=*, horas=non_value, observaciones=MONTAJE MANUAL]
SMD [fecha_entrega=#REF!, semana=20, convencional=SI, referencia=MON0008_04, lote=14, articulo=LADMOACC-TTL_ON, cantidad=1200, CAD_intro=*, CAD_mod=*, horas=5'83, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=SI, referencia=SOR0019, lote=15, articulo=315856 CONTROL BODYTER PREMIUM, cantidad=30, CAD_intro=*, CAD_mod=*, horas=3'34, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=SI, referencia=SOR0008, lote=24, articulo=315661 C.I. SALIDAS SKINLIGHT, cantidad=24, CAD_intro=*, CAD_mod=*, horas=1'6, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=NO, referencia=JVV0169, lote=1, articulo=1059-002-0R02 (16 leds NVSA219 Nichia) M5 LED AMBAR, cantidad=40, CAD_intro=L, CAD_mod=*, horas=non_value, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=20, convencional=NO, referencia=JVV0170, lote=1, articulo=1059-003-0R01 (16 leds NVSA219 Nichia) M1 LED AMBAR, cantidad=172, CAD_intro=*, CAD_mod=L, horas=1'45, observaciones=ADAPTACION CAD DE JVV0160 Y USAR MISMO PERFIL HORNO]
SMD [fecha_entrega=#REF!, semana=20, convencional=NO, referencia=JVV0010, lote=14, articulo=0639-002-0R02 TFMTLR2, cantidad=200, CAD_intro=*, CAD_mod=*, horas=7'1, observaciones=CONTROL HORAS P&P]
SMD [fecha_entrega=#REF!, semana=21, convencional=SI, referencia=SOR0116, lote=22, articulo=315482 IMPRES-240, cantidad=25, CAD_intro=*, CAD_mod=L, horas=2'63, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0162, lote=1, articulo=0949-025-0R01 M3 4000K, cantidad=52, CAD_intro=*, CAD_mod=L, horas=2'11, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0053, lote=4, articulo=0949-013-0R01 M3 4000K, cantidad=80, CAD_intro=*, CAD_mod=*, horas=0'58, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0107, lote=5, articulo=0589-020-0R03, cantidad=192, CAD_intro=*, CAD_mod=*, horas=0'22, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=SI, referencia=SOR0023, lote=19, articulo=315878 C.I.COMUNICACION IRDA, cantidad=45, CAD_intro=*, CAD_mod=*, horas=0'57, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=SI, referencia=SOR0157, lote=5, articulo=PLACA SIMMER NORA, cantidad=20, CAD_intro=*, CAD_mod=*, horas=5, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=SI, referencia=SOR0018_01, lote=24, articulo=900067 PLACA SALIDAS BODYTER PREMIUM, cantidad=25, CAD_intro=*, CAD_mod=*, horas=1'9, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0165_01, lote=2, articulo=0949-032-0R01, cantidad=100, CAD_intro=*, CAD_mod=*, horas=0'48, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0121, lote=4, articulo=0877-045-0R01 (9leds), cantidad=50, CAD_intro=*, CAD_mod=*, horas=0'26, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0023, lote=7, articulo=0949-001-0R01 (10leds), cantidad=51, CAD_intro=*, CAD_mod=*, horas=0'28, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0171, lote=1, articulo=1059-002-0R02 (8+8 leds XPGBWT) M1.1, cantidad=300, CAD_intro=*, CAD_mod=L, horas=2'87, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0172, lote=1, articulo=1059-002-0R02 (16+16 leds XPGBWT) M2.1, cantidad=200, CAD_intro=*, CAD_mod=L, horas=2'98, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=SI, referencia=SOR0022, lote=25, articulo=315879 C.I.MANDO IRDA, cantidad=27, CAD_intro=*, CAD_mod=*, horas=0'79, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0027, lote=18, articulo=0949-002-0R01 (3led) M5, cantidad=60, CAD_intro=*, CAD_mod=*, horas=0'58, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0167, lote=1, articulo=1059-002-0R02 (16 leds XPGBWT) M3, cantidad=400, CAD_intro=*, CAD_mod=L, horas=3'82, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0168, lote=1, articulo=1059-002-0R02 (32 leds XPGBWT) M4, cantidad=100, CAD_intro=*, CAD_mod=L, horas=1'49, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0154, lote=5, articulo=0932-001-0R01 M3, cantidad=316, CAD_intro=*, CAD_mod=*, horas=0'75, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=SI, referencia=PRE0026, lote=12, articulo=6369A CRS-240, cantidad=25, CAD_intro=*, CAD_mod=*, horas=0'51, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=SI, referencia=PRE0030, lote=10, articulo=6770A CRS-120, cantidad=30, CAD_intro=*, CAD_mod=*, horas=0'75, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0162, lote=2, articulo=0949-025-0R01 (16leds) M3, cantidad=98, CAD_intro=*, CAD_mod=*, horas=1'25, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0174, lote=1, articulo=0949-034-0R01 M1.1, cantidad=24, CAD_intro=*, CAD_mod=L, horas=0'65, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=JVV0174, lote=2, articulo=0949-034-0R01 M1.2, cantidad=30, CAD_intro=*, CAD_mod=*, horas=0'68, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=21, convencional=NO, referencia=THI0014, lote=1, articulo=PILA_9V_v1, cantidad=360, CAD_intro=P, CAD_mod=*, horas=0'68, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=JVV0159, lote=3, articulo=0932-034-0Cr02 M1 SIN PWM, cantidad=1000, CAD_intro=*, CAD_mod=*, horas=7'63, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=JVV0016, lote=15, articulo=0875-004-0R02 M2 ROJO, cantidad=40, CAD_intro=*, CAD_mod=*, horas=0'75, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=JVV0017, lote=17, articulo=0875-004-0R02 M1 AZUL, cantidad=40, CAD_intro=*, CAD_mod=*, horas=0'75, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=JVV0018, lote=15, articulo=0875-004-0R02 SIN LEDS, cantidad=40, CAD_intro=*, CAD_mod=*, horas=0'61, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=JVV0152_01, lote=3, articulo=0877-010-0R03_SMD, cantidad=190, CAD_intro=*, CAD_mod=L, horas=2'23, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=ELE0016_01, lote=3, articulo=E00725-B SMD, cantidad=150, CAD_intro=*, CAD_mod=L, horas=non_value, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=JVV0037, lote=12, articulo=0877-031-0R01 M3 28leds, cantidad=52, CAD_intro=*, CAD_mod=*, horas=0'35, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=JVV0035, lote=9, articulo=0877-031-0R01 M6, cantidad=12, CAD_intro=*, CAD_mod=*, horas=0'57, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=SI, referencia=CES0011, lote=1, articulo=TA120_CI417E, cantidad=50, CAD_intro=L, CAD_mod=*, horas=3'22, observaciones=CONTROL HORAS // INTENTAR ADELANTAR FECHA ENTREGA]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=WAV0022_02, lote=5, articulo=WPF3 v3.2, cantidad=27, CAD_intro=*, CAD_mod=*, horas=4'23, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=WAV0023_01, lote=4, articulo=WPF8 v3.2, cantidad=50, CAD_intro=*, CAD_mod=*, horas=10'17, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=NO, referencia=WAV0030, lote=1, articulo=WPF18 v3.2 FAST, cantidad=25, CAD_intro=*, CAD_mod=L, horas=4'18, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=22, convencional=SI, referencia=MON0004_03, lote=7, articulo=PWDRV_v3, cantidad=30, CAD_intro=*, CAD_mod=*, horas=1'98, observaciones=prioridad 2]
SMD [fecha_entrega=#REF!, semana=22, convencional=SI, referencia=MON0014, lote=1, articulo=TELTHV-ON rev.02, cantidad=60, CAD_intro=*, CAD_mod=L, horas=1'22, observaciones=prioridad 1]
SMD [fecha_entrega=#REF!, semana=23, convencional=NO, referencia=JVV0103, lote=10, articulo=0877-036-0R02 12leds, cantidad=100, CAD_intro=*, CAD_mod=*, horas=0'33, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=23, convencional=NO, referencia=JVV0156, lote=7, articulo=0949-016-0R02 M5, cantidad=200, CAD_intro=*, CAD_mod=*, horas=2'44, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=23, convencional=NO, referencia=JVV0097_01, lote=5, articulo=0932-016-0Ar03 SMD, cantidad=100, CAD_intro=*, CAD_mod=L, horas=2'39, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=23, convencional=SI, referencia=JVV0103, lote=11, articulo=0877-036-0R02 M1 12leds, cantidad=100, CAD_intro=*, CAD_mod=*, horas=0'56, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=23, convencional=SI, referencia=MON0013, lote=4, articulo=PMADRV_v2, cantidad=30, CAD_intro=*, CAD_mod=*, horas=5, observaciones=prioridad 3]
SMD [fecha_entrega=#REF!, semana=23, convencional=SI, referencia=SOR0007, lote=16, articulo=316014 CONTROL GENERAL SKINLIGHT, cantidad=25, CAD_intro=*, CAD_mod=*, horas=3'93, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=23, convencional=NO, referencia=ELE0023, lote=1, articulo=E00760-A, cantidad=525, CAD_intro=L, CAD_mod=*, horas=4'83, observaciones=non_value]
SMD [fecha_entrega=#REF!, semana=23, convencional=SI, referencia=BOL0001, lote=1, articulo=PCB_RULETA_LED, cantidad=20, CAD_intro=L, CAD_mod=*, horas=1'05, observaciones=INTENTAR ADELANTAR FECHA ENTREGA. PORTE A MURCIA]
SMD [fecha_entrega=#REF!, semana=23, convencional=SI, referencia=PRE0056, lote=1, articulo=0720.3_C ESPECIAL, cantidad=30, CAD_intro=L, CAD_mod=*, horas=0'68, observaciones=HAY ALIMENTADORES COMUNES TAMBIEN CON PRE0057]
SMD [fecha_entrega=#REF!, semana=23, convencional=SI, referencia=PRE0059, lote=1, articulo=0747_C ESPECIAL, cantidad=30, CAD_intro=*, CAD_mod=L, horas=0'69, observaciones=HAY ALIMENTADORES COMUNES TAMBIEN CON PRE0057]
